order_id ,customer_id ,order_date ,amount
     241 ,        347 ,2023-06-01 , 49927.52
     242 ,        826 ,2023-08-10 , 74199.41
     243 ,       1513 ,2023-02-06 ,117520.14
     244 ,        653 ,2023-02-05 ,143810.53
     245 ,       1776 ,2023-07-28 , 28514.91
     246 ,        906 ,2023-09-03 , 33115.93
     247 ,       1073 ,2023-03-03 ,142134.23
     248 ,        460 ,2023-03-27 ,172411.83
     249 ,        452 ,2023-06-24 ,124072.65
     250 ,        739 ,2023-03-13 ,153452.92
     251 ,       1870 ,2023-03-09 , 77338.74
     252 ,       1893 ,2023-11-12 , 76855.11
     253 ,        629 ,2023-08-20 , 87822.89
     254 ,        347 ,2023-07-08 ,115806.07
     255 ,       1984 ,2023-10-24 ,127558.32
     256 ,       1218 ,2023-01-06 ,169521.69
     257 ,       1669 ,2023-03-09 ,150462.86
     258 ,        611 ,2023-08-18 , 51155.16
     259 ,        291 ,2023-03-13 , 97666.8
     260 ,        510 ,2023-08-08 , 41884.77
     261 ,       1666 ,2023-10-22 , 54377.2
     262 ,        155 ,2023-07-26 ,100631.57
     263 ,       1112 ,2023-06-01 ,103682.72
     264 ,       1489 ,2023-12-29 , 87805.51
     265 ,       1180 ,2023-10-13 ,119921.37
     266 ,        956 ,2023-05-04 , 62603.81
     267 ,        523 ,2023-06-07 , 79865.13
     268 ,        313 ,2023-03-15 , 34948.58
     269 ,       1545 ,2023-06-29 , 67943.87
     270 ,       1595 ,2023-09-06 ,  8328.53
     271 ,       1181 ,2023-09-16 , 26302.44
     272 ,       1597 ,2023-10-13 ,157898.33
     273 ,       1877 ,2023-06-20 , 18981.67
     274 ,        848 ,2023-07-02 ,  5336.66
     275 ,       1251 ,2023-10-06 , 26120.47
     276 ,       1132 ,2023-10-25 ,171718.33
     277 ,       1633 ,2023-09-24 , 83169.9
     278 ,        726 ,2023-09-14 , 26381.29
     279 ,        223 ,2023-10-21 ,  8243.13
     280 ,        431 ,2023-09-12 , 45977.35
     281 ,        884 ,2023-01-19 , 27941.3
     282 ,       1416 ,2023-10-15 ,110167.03
     283 ,       1604 ,2023-12-16 ,136082.19
     284 ,        987 ,2023-12-29 ,  5048.02
     285 ,       1179 ,2023-09-03 ,159512.86
     286 ,        389 ,2023-10-31 ,108368.16
     287 ,        895 ,2023-02-10 ,128592.68
     288 ,       1826 ,2023-10-27 , 52853.63
     289 ,       1214 ,2023-11-29 , 35244.5
     290 ,       1328 ,2023-08-20 ,112260.96
     291 ,        457 ,2023-09-10 ,103123.47
     292 ,        415 ,2023-06-04 ,120936.33
     293 ,       1871 ,2023-04-10 , 56766.34
     294 ,       1988 ,2023-03-13 , 28295.45
     295 ,       1857 ,2023-08-21 ,113518.26
     296 ,       1946 ,2023-08-30 ,129304.01
     297 ,       1437 ,2023-10-27 , 40564.15
     298 ,        386 ,2023-07-05 , 63357.35
     299 ,        555 ,2023-04-08 ,126091.35
     300 ,        304 ,2023-05-17 ,125476.59
     301 ,       1653 ,2023-01-13 ,103920.06
     302 ,       1742 ,2023-06-04 ,161799.18
     303 ,        854 ,2023-12-02 ,121901.89
     304 ,       1033 ,2023-10-17 , 26799.48
     305 ,       1348 ,2023-02-15 , 57518.16
     306 ,       1460 ,2023-10-05 ,112595.93
     307 ,       1135 ,2023-01-05 ,130676.09
     308 ,       1366 ,2023-08-14 ,156581.96
     309 ,       1450 ,2023-01-06 , 43358.01
     310 ,        585 ,2023-02-10 ,103841.93
     311 ,       1075 ,2023-10-08 , 80258.19
     312 ,         96 ,2023-01-20 , 62857.22
     313 ,        997 ,2023-03-14 ,161012.77
     314 ,        192 ,2023-03-01 , 45476.01
     315 ,        221 ,2023-05-16 , 68175.85
     316 ,       1414 ,2023-12-02 ,106102.27
     317 ,       1879 ,2023-02-28 ,151954.59
     318 ,        992 ,2023-05-26 ,110183.52
     319 ,       1588 ,2023-01-19 , 41006.79
     320 ,       1045 ,2023-11-07 ,171545.63
     321 ,        734 ,2023-01-04 , 70750.88
     322 ,       1152 ,2023-08-15 ,149237.31
     323 ,       1873 ,2023-04-09 , 76288.82
     324 ,       1924 ,2023-09-01 ,134920.74
     325 ,        269 ,2023-03-28 ,  5601.16
     326 ,        511 ,2023-04-15 , 67080.61
     327 ,       1933 ,2023-05-09 , 19489.79
     328 ,       1269 ,2023-10-14 ,141181.58
     329 ,       1056 ,2023-03-10 ,  9805.52
     330 ,        597 ,2023-08-08 , 26772.85
     331 ,        539 ,2023-06-01 , 60651.08
     332 ,       1030 ,2023-07-25 ,160430.5
     333 ,        893 ,2023-12-06 , 29391.9
     334 ,       1194 ,2023-11-07 , 78496.23
     335 ,       1320 ,2023-02-23 ,  8725.94
     336 ,        648 ,2023-12-31 ,122134.59
     337 ,        942 ,2023-06-03 , 19338.92
     338 ,       1242 ,2023-02-09 ,169029.61
     339 ,       1829 ,2023-06-27 ,123817.15
     340 ,        401 ,2023-11-19 , 71522.95
     341 ,        661 ,2023-08-06 ,158037.31
     342 ,       1208 ,2023-05-17 , 74918.21
     343 ,         44 ,2023-05-01 ,174131.84
     344 ,        717 ,2023-04-04 ,149512.63
     345 ,       1279 ,2023-03-22 ,143846.92
     346 ,        420 ,2023-07-08 , 91447.43
     347 ,          8 ,2023-03-20 ,107470.53
     348 ,       1641 ,2023-03-27 , 89782.68
     349 ,        949 ,2023-03-13 , 36796.08
     350 ,       1649 ,2023-05-03 , 39481.64
     351 ,        551 ,2023-09-25 , 16284.21
     352 ,         37 ,2023-02-12 , 35414.12
     353 ,        351 ,2023-04-17 ,125639.0
     354 ,        288 ,2023-10-01 , 98789.07
     355 ,       1451 ,2023-07-21 ,117153.37
     356 ,       1723 ,2023-03-19 ,126950.75
     357 ,       1373 ,2023-06-16 , 87303.48
     358 ,        688 ,2023-10-11 ,153224.14
     359 ,       1956 ,2023-07-29 , 47499.09
     360 ,       1308 ,2023-01-02 ,135224.58
     361 ,         62 ,2023-12-24 , 74743.18
     362 ,        719 ,2023-10-14 , 84016.85
     363 ,       1361 ,2023-03-06 , 24544.96
     364 ,       1604 ,2023-02-01 ,124329.43
     365 ,        835 ,2023-01-15 , 42823.61
     366 ,       1596 ,2023-06-17 , 50024.22
     367 ,       1996 ,2023-04-26 , 90351.67
     368 ,        505 ,2023-06-15 ,134811.27
     369 ,       1506 ,2023-06-14 ,168733.96
     370 ,       1004 ,2023-12-15 ,110798.23
     371 ,        906 ,2023-11-22 ,  1697.96
     372 ,       1630 ,2023-03-25 , 89474.81
     373 ,         51 ,2023-01-25 , 36157.94
     374 ,        655 ,2023-03-30 , 60936.84
     375 ,       1188 ,2023-09-26 , 44858.1
     376 ,       1430 ,2023-09-11 , 41021.53
     377 ,       1885 ,2023-09-13 , 91064.96
     378 ,       1623 ,2023-09-10 ,128782.53
     379 ,       1837 ,2023-09-17 , 97564.49
     380 ,        534 ,2023-11-03 , 35226.18
     381 ,       1695 ,2023-04-26 , 85740.82
     382 ,       1992 ,2023-05-10 , 80950.5
     383 ,       1355 ,2023-01-15 ,141234.24
     384 ,       1585 ,2023-05-24 , 32665.73
     385 ,       1092 ,2023-05-31 ,175283.43
     386 ,        413 ,2023-01-13 ,148818.91
     387 ,       1837 ,2023-10-28 ,158681.02
     388 ,        501 ,2023-02-02 , 58713.41
     389 ,       1275 ,2023-02-28 , 72474.03
     390 ,        451 ,2023-07-06 ,133424.87
     391 ,        188 ,2023-12-01 , 73271.86
     392 ,        837 ,2023-03-29 ,170556.53
     393 ,        670 ,2023-10-26 ,  5379.45
     394 ,       1382 ,2023-04-16 , 60760.25
     395 ,        329 ,2023-07-19 ,171232.98
     396 ,       1380 ,2023-02-27 , 84972.48
     397 ,       1122 ,2023-03-28 , 75662.65
     398 ,       1635 ,2023-02-04 ,140189.87
     399 ,       1394 ,2023-12-29 , 14118.85
     400 ,       1004 ,2023-03-04 , 65182.17
     401 ,        775 ,2023-02-23 , 30884.35
     402 ,        305 ,2023-01-18 ,  8280.81
     403 ,        865 ,2023-05-11 , 45896.24
     404 ,       1200 ,2023-08-20 ,119081.26
     405 ,         20 ,2023-04-20 , 30403.91
     406 ,       1599 ,2023-08-24 , 11875.69
     407 ,       1732 ,2023-12-14 , 82208.42
     408 ,       1268 ,2023-12-08 ,138953.76
     409 ,       1459 ,2023-02-04 ,116249.55
     410 ,       2000 ,2023-03-03 ,124190.89
     411 ,       1009 ,2023-11-21 , 74372.18
     412 ,        887 ,2023-01-04 ,134467.51
     413 ,        424 ,2023-12-31 , 27850.03
     414 ,       1142 ,2023-09-20 ,  3369.04
     415 ,       1303 ,2023-11-03 ,165330.84
     416 ,        889 ,2023-08-10 ,  7584.21
     417 ,       1676 ,2023-09-23 ,171407.3
     418 ,       1323 ,2023-08-21 ,107224.32
     419 ,       1067 ,2023-06-14 ,  3506.63
     420 ,       1170 ,2023-02-07 , 72848.48
     421 ,        112 ,2023-01-19 ,149945.72
     422 ,       1860 ,2023-03-20 , 13661.99
     423 ,        959 ,2023-05-17 ,156869.3
     424 ,        588 ,2023-10-15 , 70989.57
     425 ,       1652 ,2023-09-19 , 75587.11
     426 ,       1790 ,2023-12-30 ,  2815.71
     427 ,       1507 ,2023-06-27 , 63705.68
     428 ,        782 ,2023-11-18 ,112579.46
     429 ,        322 ,2023-05-02 ,  4619.28
     430 ,        268 ,2023-09-10 , 27518.77
     431 ,        868 ,2023-05-19 , 99186.9
     432 ,        338 ,2023-06-07 , 40555.96
     433 ,       1203 ,2023-03-19 , 97442.09
     434 ,        871 ,2023-05-27 ,163667.49
     435 ,        844 ,2023-12-16 ,112286.49
     436 ,         50 ,2023-05-19 , 74243.66
     437 ,       1037 ,2023-04-27 ,160210.8
     438 ,        397 ,2023-04-03 ,137101.56
     439 ,       1559 ,2023-06-28 , 76909.14
     440 ,        200 ,2023-10-18 , 42569.87
     441 ,        297 ,2023-10-13 , 43744.62
     442 ,        788 ,2023-07-09 , 16418.16
     443 ,       1570 ,2023-02-25 ,  5460.28
     444 ,       1035 ,2023-07-04 , 27362.76
     445 ,        695 ,2023-06-25 , 73725.38
     446 ,        943 ,2023-08-20 , 22655.5
     447 ,       1093 ,2023-01-15 , 31151.91
     448 ,       1828 ,2023-08-04 , 74406.12
     449 ,       1887 ,2023-12-27 ,138263.28
     450 ,        196 ,2023-12-02 ,120473.15
     451 ,       1593 ,2023-11-04 ,  6798.24
     452 ,       1240 ,2023-11-10 ,146638.3
     453 ,        957 ,2023-05-11 ,171284.83
     454 ,       1454 ,2023-01-31 ,139570.64
     455 ,        907 ,2023-08-19 , 41484.57
     456 ,        573 ,2023-10-12 ,101533.32
     457 ,        312 ,2023-08-23 , 14056.0
     458 ,        728 ,2023-02-04 , 55457.04
     459 ,        540 ,2023-10-12 , 50561.12
     460 ,       1293 ,2023-07-22 ,105759.82
     461 ,        309 ,2023-10-17 ,143322.14
     462 ,        520 ,2023-07-20 ,164072.55
     463 ,        691 ,2023-05-13 ,145023.24
     464 ,        344 ,2023-12-06 , 39321.15
     465 ,       1311 ,2023-11-29 , 64380.55
     466 ,        239 ,2023-03-02 , 99448.17
     467 ,        617 ,2023-10-03 , 62135.03
     468 ,       1106 ,2023-08-07 , 95379.05
     469 ,       1511 ,2023-06-29 ,104672.61
     470 ,        783 ,2023-06-10 ,147173.9
     471 ,       1227 ,2023-06-08 , 26787.35
     472 ,         78 ,2023-02-26 , 18173.88
     473 ,        965 ,2023-05-31 ,107634.2
     474 ,       1570 ,2023-12-03 , 86174.99
     475 ,        693 ,2023-09-21 , 64588.2
     476 ,       1904 ,2023-06-12 ,136763.9
     477 ,       1742 ,2023-01-27 ,155562.79
     478 ,       1827 ,2023-05-10 ,138647.5
     479 ,       1276 ,2023-06-12 , 77942.35
     480 ,        381 ,2023-11-30 ,153161.3
     481 ,       1076 ,2023-04-01 ,134444.74
     482 ,       1135 ,2023-06-09 , 13790.12
     483 ,        683 ,2023-05-29 ,154682.29
     484 ,        344 ,2023-06-26 , 22456.91
     485 ,        209 ,2023-06-22 ,122724.8
     486 ,         35 ,2023-05-07 ,  9392.39
     487 ,       1215 ,2023-12-17 , 54820.58
     488 ,       1605 ,2023-05-22 , 98328.21
     489 ,       1090 ,2023-08-13 , 92597.58
     490 ,       1484 ,2023-09-17 , 21439.31
     491 ,        378 ,2023-04-25 ,147182.49
     492 ,        968 ,2023-01-05 , 98626.37
     493 ,        873 ,2023-03-03 ,156487.56
     494 ,       1177 ,2023-08-08 , 19896.54
     495 ,       1120 ,2023-04-15 ,  7739.58
     496 ,        809 ,2023-02-16 , 80004.48
     497 ,       1243 ,2023-10-10 ,148613.54
     498 ,       1614 ,2023-03-09 , 69567.45
     499 ,        781 ,2023-10-06 ,166222.71
     500 ,        921 ,2023-08-06 ,100086.12
     501 ,        633 ,2023-07-23 ,103726.03
     502 ,        777 ,2024-01-01 ,144589.35
     503 ,       1043 ,2023-03-13 ,174538.7
     504 ,       1759 ,2023-06-17 , 54894.06
     505 ,        295 ,2023-12-14 , 30735.41
     506 ,       1749 ,2023-06-03 , 37105.31
     507 ,         50 ,2023-08-24 , 44290.02
     508 ,       1447 ,2023-01-21 ,171218.4
     509 ,       1571 ,2023-04-03 , 66485.84
     510 ,        265 ,2023-09-27 , 20297.11
     511 ,       1878 ,2023-05-10 ,115436.67
     512 ,       1981 ,2023-04-27 , 98231.62
     513 ,        197 ,2023-03-07 , 21188.18
     514 ,        878 ,2023-03-06 ,108390.26
     515 ,       1052 ,2023-11-13 , 56209.59
     516 ,       1983 ,2023-11-21 ,165225.77
     517 ,       1010 ,2023-10-06 ,115989.76
     518 ,       1310 ,2023-06-07 ,119455.28
     519 ,        866 ,2023-06-20 ,111382.54
     520 ,        871 ,2023-11-27 ,162363.99
     521 ,       1404 ,2023-11-01 , 47384.79
     522 ,       1721 ,2023-05-03 ,106301.96
     523 ,        464 ,2023-10-26 , 33120.43
     524 ,       1735 ,2023-09-01 , 29480.94
     525 ,       1134 ,2023-04-15 , 16791.33
     526 ,       1826 ,2023-02-22 ,170606.52
     527 ,       1122 ,2023-06-26 , 52778.71
     528 ,        359 ,2023-06-05 , 99698.97
     529 ,        603 ,2023-11-09 , 52024.91
     530 ,       1038 ,2023-05-06 , 92410.31
     531 ,       1093 ,2023-03-04 ,100994.9
     532 ,       1201 ,2023-03-04 ,175284.2
     533 ,        944 ,2023-10-05 , 64519.07
     534 ,        741 ,2023-10-03 ,157730.49
     535 ,        145 ,2023-06-18 ,170425.01
     536 ,         14 ,2023-12-29 , 95282.96
     537 ,        800 ,2023-03-17 ,133390.5
     538 ,       1371 ,2023-07-03 , 50509.63
     539 ,        665 ,2023-09-12 , 21932.34
     540 ,       1026 ,2023-01-05 ,137643.23
     541 ,       1383 ,2023-05-26 , 47240.92
     542 ,       1913 ,2023-03-30 ,120184.75
     543 ,       1059 ,2023-08-09 , 96809.86
     544 ,        629 ,2023-11-30 ,149794.59
     545 ,       1136 ,2023-08-15 , 80582.51
     546 ,        312 ,2023-12-09 , 30878.69
     547 ,        925 ,2023-05-27 , 15078.39
     548 ,       1026 ,2023-06-07 , 57794.14
     549 ,       1873 ,2023-09-28 , 65683.08
     550 ,       1031 ,2023-02-05 ,135054.9
     551 ,       1355 ,2023-08-24 , 80562.85
     552 ,       1869 ,2023-11-19 , 91088.78
     553 ,        783 ,2023-09-28 , 37258.88
     554 ,         30 ,2023-11-05 , 50034.41
     555 ,       1129 ,2023-11-24 ,148905.44
     556 ,        832 ,2023-03-20 , 85627.38
     557 ,        624 ,2023-06-24 ,169150.37
     558 ,       1348 ,2023-07-08 , 16124.44
     559 ,       1970 ,2023-11-22 , 19107.71
     560 ,        529 ,2023-12-16 ,160377.31
     561 ,       1717 ,2023-08-04 , 60930.67
     562 ,        516 ,2023-12-27 , 28832.72
     563 ,        552 ,2023-04-28 ,171101.52
     564 ,        198 ,2023-05-27 ,137937.84
     565 ,       1024 ,2023-09-11 ,121300.21
     566 ,        473 ,2023-12-15 , 13117.0
     567 ,       1214 ,2023-04-28 , 92941.1
     568 ,        406 ,2023-07-22 , 45131.99
     569 ,       1777 ,2023-02-12 ,112756.57
     570 ,        658 ,2023-06-11 , 83640.44
     571 ,        807 ,2023-09-29 ,158878.31
     572 ,       1603 ,2023-12-17 ,143860.67
     573 ,       1123 ,2023-10-31 ,109611.62
     574 ,       1956 ,2023-06-25 , 76172.09
     575 ,       1316 ,2023-10-24 ,130954.39
     576 ,        296 ,2023-11-25 , 55802.35
     577 ,        100 ,2023-12-24 ,155025.87
     578 ,       1824 ,2023-09-22 ,145654.21
     579 ,        319 ,2023-04-02 ,134304.63
     580 ,       1321 ,2023-11-26 ,118920.18
     581 ,       1749 ,2023-11-15 ,  7114.8
     582 ,       1333 ,2023-06-15 ,146721.76
     583 ,       1595 ,2023-10-28 ,   111.47
     584 ,        168 ,2023-06-17 , 75287.93
     585 ,       1966 ,2023-04-04 ,  5227.43
     586 ,        924 ,2023-05-11 ,158214.16
     587 ,        999 ,2023-04-08 ,111588.4
     588 ,       1212 ,2023-06-21 ,105745.83
     589 ,       1851 ,2023-11-26 , 73827.1
     590 ,       1831 ,2023-08-04 , 95789.76
     591 ,       1852 ,2023-12-24 ,145131.68
     592 ,        290 ,2023-11-22 ,117459.97
     593 ,        601 ,2023-02-06 , 99373.09
     594 ,        937 ,2023-06-21 ,138616.95
     595 ,        367 ,2023-01-28 ,120766.44
     596 ,        666 ,2023-05-23 ,165932.78
     597 ,       1766 ,2023-07-05 , 98565.23
     598 ,        213 ,2023-11-16 , 44070.28
     599 ,       1967 ,2023-04-25 ,124264.56
     600 ,       1193 ,2023-03-17 , 17893.48
     601 ,        823 ,2023-12-20 ,112455.04
     602 ,        956 ,2023-02-26 ,173453.69
     603 ,       1969 ,2023-11-16 ,132165.89
     604 ,        807 ,2023-11-30 ,150501.26
     605 ,        416 ,2023-02-28 , 77443.97
     606 ,        245 ,2023-01-19 ,120881.24
     607 ,       1661 ,2023-04-03 , 40674.98
     608 ,       1614 ,2023-04-13 , 12076.35
     609 ,       1854 ,2023-12-22 , 59928.28
     610 ,       1744 ,2023-04-15 , 96523.67
     611 ,         79 ,2023-11-14 ,154890.3
     612 ,        160 ,2023-10-09 ,122615.34
     613 ,        687 ,2023-06-26 , 85402.52
     614 ,        869 ,2023-08-13 ,168472.22
     615 ,       1731 ,2023-11-28 , 38442.71
     616 ,        982 ,2023-06-23 , 76139.53
     617 ,       1953 ,2023-01-14 ,111821.57
     618 ,       1110 ,2023-12-07 ,139838.73
     619 ,       1205 ,2023-02-10 ,152404.5
     620 ,       1026 ,2023-05-01 ,109867.82
     621 ,        995 ,2023-07-29 , 53461.27
     622 ,       1232 ,2023-04-23 , 48907.3
     623 ,       1668 ,2023-09-02 ,123770.16
     624 ,        561 ,2023-03-26 ,121979.3
     625 ,       1995 ,2023-02-27 , 40082.76
     626 ,         58 ,2023-12-20 , 96950.85
     627 ,       1353 ,2023-11-09 , 51497.06
     628 ,        867 ,2023-05-11 ,  2654.28
     629 ,       1613 ,2023-07-29 ,  4495.76
     630 ,        481 ,2023-07-09 ,146539.51
     631 ,        814 ,2023-11-26 , 83036.34
     632 ,        946 ,2023-07-03 , 67653.03
     633 ,        594 ,2023-10-10 , 48150.67
     634 ,       1505 ,2023-11-28 ,142751.11
     635 ,        890 ,2023-06-07 ,164743.13
     636 ,         69 ,2023-03-05 , 62036.93
     637 ,         48 ,2023-01-31 , 65576.77
     638 ,       1533 ,2023-12-31 ,122619.53
     639 ,       1997 ,2023-10-11 , 44322.42
     640 ,        314 ,2023-04-27 ,  6374.39
     641 ,        106 ,2023-08-25 , 28248.03
     642 ,       1510 ,2023-03-20 ,151660.04
     643 ,        503 ,2023-07-10 ,120035.19
     644 ,        135 ,2023-04-26 ,112580.36
     645 ,       1993 ,2023-07-26 ,154742.02
     646 ,         98 ,2023-12-01 ,131656.11
     647 ,       1511 ,2023-02-24 ,157087.5
     648 ,       1956 ,2023-07-10 , 87128.04
     649 ,        860 ,2023-01-06 ,167325.25
     650 ,        460 ,2023-09-08 , 15425.66
     651 ,       1239 ,2023-04-02 , 69027.24
     652 ,       1718 ,2023-10-17 , 62075.75
     653 ,       1623 ,2023-10-08 , 42234.95
     654 ,        138 ,2023-10-23 , 77651.86
     655 ,       1230 ,2023-10-27 , 19069.23
     656 ,       1724 ,2023-03-14 , 15990.31
     657 ,       1918 ,2023-10-04 ,148816.96
     658 ,        553 ,2023-06-14 , 51659.21
     659 ,        205 ,2023-10-22 ,  2487.4
     660 ,       1518 ,2023-10-07 , 15823.74
     661 ,        474 ,2023-01-15 , 49018.04
     662 ,       1307 ,2023-05-03 ,137309.27
     663 ,        334 ,2023-09-13 , 12214.2
     664 ,        375 ,2023-11-03 , 53962.14
     665 ,       1403 ,2023-04-28 , 36377.1
     666 ,       1621 ,2023-08-31 , 88868.9
     667 ,        390 ,2023-09-27 , 10334.69
     668 ,        241 ,2023-07-23 ,147773.23
